Text,Date
Menteri Keuangan Purbaya Yudhi Sadewa akan mengajak Presiden Prabowo Subianto untuk ikut memantau langsung penyerapan anggaran di sejumlah kementerian. Ada baru lagi sedikit. Tadi saya ajak ke Pak Presiden bulan depan saya akan mulai beredar di kementerian-kementerian yang https://t.co/7iIPe0Dbq0,Wed Sep 17 01:27:49 +0000 2025
Menkeu 'Koboi' Purbaya Yudhi Sadewa Dapat Dukungan untuk Bongkar Dugaan Penyelewengan Keuangan Negara https://t.co/gduGMRZcD9,Wed Sep 17 01:21:00 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menggelontorkan Rp200 triliun dari Rp425 Triliun kas pemerintah di Bank Indonesia ke lima bank negara. Kebijakan ini ditujukan untuk menambah likuiditas perbankan. Akan tetapi ekonom Center of Reform on Economics (CORE) Indonesia Yusuf https://t.co/tEkhrMxR56,Wed Sep 17 01:16:20 +0000 2025
7 Alasan mengapa Menteri Keuangan Purbaya Yudhi Sadewa sangat populer di Jagad Maya. Dari 24 metrik pengukuran Share of Engagement yang dimiliki Evello menggunakan 7 metrik untuk menilai seberapa populer Menkeu Purbaya di jagad maya. Hasilnya? Ekspektasi publik sangat besar https://t.co/n419ItEUrn,Wed Sep 17 01:02:07 +0000 2025
Purbaya Yudhi Sadewa tanggapi kritik Didik Rachbini soal alokasi Rp200 T ke Himbara: Salah UU-nya belajar lagi! Menkeu sebut sudah konsultasi ahli hukum bukan ubah APBN tapi transfer dana. - Seblak micellar hanasui iOS 26 hoshi let's gocar hadir buat sahabat tetap semangat https://t.co/wE10X2pg6S,Wed Sep 17 00:46:39 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa akan memantau ketat penyerapan anggaran kementerian dan lembaga. Purbaya berencana menarik dana dari K/L yang belum mampu membelanjakan anggarannya secara optimal hingga akhir bulan depan. Selengkapnya: https://t.co/ggismPys4P #Menkeu https://t.co/e9WsJBcYbx,Wed Sep 17 00:32:05 +0000 2025
Menteri Keuangan (Menkeu) RI Purbaya Yudhi Sadewa meminta anak-anak muda tidak asal ikutan atau FOMO (fear of missing out) dengan investasi keuangan #MorningBreakfast #KBFM #RadioKalimaya #RadioSebayaMudaMalangRaya #RadioAnakMuda #RadioDewasaMuda https://t.co/8MgHlweuCh,Wed Sep 17 00:25:22 +0000 2025
@ArmaZulfikar @geloraco Masalahnya adalah Tutut Soeharto putri mantan Presiden Soeharto menggugat Menteri Keuangan baru Purbaya Yudhi Sadewa ke PTUN Jakarta dengan nomor perkara 308/G/2025/PTUN.JKT pada 12 September 2025. Gugatan diajukan tak lama setelah pelantikan Purbaya pada 8 September. Namun ,Wed Sep 17 00:23:32 +0000 2025
@wibisonoys @KangManto123 @prabowo @ListyoSigitP @Gerindra @Yusrilihza_Mhd Budaya mundur sukarela memang jarang di Indonesia seringkali berakhir dengan penggantian paksa seperti kasus Sri Mulyani yang diganti pada 8 September 2025 oleh Purbaya Yudhi Sadewa. Banyak pihak kecewa karena minim akuntabilitas. Untuk Listyo Sigit belum ada perubahan resmi,Wed Sep 17 00:16:25 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa bakal membentuk tim yang terdiri dari 3 Menteri termasuk dirinya untuk mempercepat pembangunan ekonomi di era Presiden Prabowo Subianto. https://t.co/yNk2lZFtV5,Wed Sep 17 00:11:00 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa yakin injeksi likuiditas bisa melipatgandakan penyaluran kredit dan menggerakkan konsumsi sehingga akhirnya ekonomi tumbuh lebih cepat. Dengan demikian penerimaan pajak juga meningkat. #Ekonomi #AdadiKompas https://t.co/CqDIabdGql,Wed Sep 17 00:00:01 +0000 2025
Teori Ekonomi Esensial Pertumbuhan 6-7% Indonesia 2025 Oleh Grok 4 xAI Untuk mencapai target pertumbuhan ekonomi 6-7% di 2025 melalui kebijakan fiskal Menteri Keuangan Purbaya Yudhi Sadewa teori dasar paling esensial meliputi Teori Pertumbuhan Endogen (Romer 1990) yang,Thu Sep 18 15:57:34 +0000 2025
@chanany83772 @BosPurwa Justru bagus karena RG kritiknya netral tanpa partisan. Walau dikenal bertemanan dengan Purbaya tapi kritik tetap tajam.,Thu Sep 18 12:11:18 +0000 2025
As we know Menkeu baru Pak Purbaya Yudhi Sadewa bikin gebrakan di awal masa jabatannya dengan ngalihin Saldo Anggaran Lebih (SAL) pemerintah sebesar Rp200 T ke-5 bank Himbara. Detailnya kayak gini https://t.co/lVMUN1SKsV,Thu Sep 18 11:31:56 +0000 2025
Sindiran Menohok Menkeu Purbaya ke Dirut Bank BUMN: Mereka Orang Pintar tapi Malas Doyan Main Golf Menteri Keuangan Purbaya Yudhi Sadewa menyentil kinerja Direktur Utama bank BUMN dalam penyaluran dana pemerintah. Dirinya menilai para direksi bank pintar namun kurang gesit https://t.co/he1w9rvpX9,Thu Sep 18 11:27:00 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa merespons gugatan putri mantan Presiden RI ke-2 Soeharto Siti Hardiyanti Hastuti Rukmana atau Tutut Soeharto terhadap dirinya. Purbaya mengatakan tuntutan tersebut telah dicabut. Saya dengar sudah dicabut barusan ujar Purbaya https://t.co/a7wiCfedwZ,Thu Sep 18 11:14:25 +0000 2025
@wongmlaku saya sangat mendukung kebijakan Purbaya semoga Indonesa segera membaik,Thu Sep 18 11:08:08 +0000 2025
‼️Purbaya sebut Tutut Soeharto sudah cabut gugatan‼️ Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengatakan gugatan yang dilayangkan oleh Siti Hardiyanti Hastuti Rukmana alias Tutut Soeharto ke Pengadilan Tata Usaha Negara (PTUN) Jakarta pada Jumat (12/9) telah dicabut. https://t.co/VuEum8aFCl,Thu Sep 18 11:06:44 +0000 2025
Tutut Soeharto putri sulung Presiden ke-2 RI Soeharto menggugat Menteri Keuangan Purbaya Yudhi Sadewa ke PTUN. Gugatan terdaftar sejak 12 September 2025. Hingga kini belum ada penjelasan resmi mengenai substani gugatan tersebut. #TututSoeharto #mdkan #mdkmrs https://t.co/dMtbvh2ERO,Thu Sep 18 11:05:38 +0000 2025
Menkeu Purbaya Yudhi Sadewa mengatakan gugatan yang dilayangkan oleh Siti Hardiyanti Hastuti Rukmana alias Tutut Soeharto ke Pengadilan Tata Usaha Negara (PTUN) Jakarta pada Jumat (12/9) telah dicabut. Melansir laman Sistem Informasi Penelusuran Perkara (SIPP) PTUN Jakarta https://t.co/iDdkD4lRkK,Thu Sep 18 11:00:34 +0000 2025
RAPBN Tahun Anggaran 2026 menambah anggaran transfer ke daerah dari semula targetnya hanya sebesar Rp 650 triliun menjadi Rp 693 triliun. Hal ini diungkap dalam rapat kerja antara Badan Anggaran DPR bersama dengan Menteri Keuangan Purbaya Yudhi Sadewa tentang Penyampaian dan https://t.co/HsyS7fHWNa,Thu Sep 18 10:52:17 +0000 2025
Badan Anggaran (Banggar) DPR RI meminta agar pemerintah menambah dua liter minyak goreng dalam bantuan sosial (bansos) pangan beras 10 kilogram (kg). Merespons usulan tersebut Menteri Keuangan Purbaya Yudhi Sadewa langsung menyanggupinya. Baca di sini: https://t.co/Wt4LCMDBCo https://t.co/HXuZ7gZneT,Thu Sep 18 10:48:33 +0000 2025
Menkeu Purbaya Yudhi Sadewa Konfirmasi Gugatan Tutut Soeharto Sudah Dicabut: Dia Kirim Salam https://t.co/euNiqEiCS3,Thu Sep 18 10:43:56 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengatakan gugatan yang dilayangkan oleh Putri Presiden ke-2 RI Soeharto Siti Hardiyanti Hastuti Rukmana alias Tutut Soeharto ke Pengadilan Tata Usaha Negara (PTUN) Jakarta pada Jumat (12/9/2025) telah dicabut. Saya dengar sudah https://t.co/Lj5n1LBIiM,Thu Sep 18 10:35:26 +0000 2025
Menkeu Purbaya Yudhi Sadewa Konfirmasi Gugatan Tutut Soeharto Sudah Dicabut: Dia Kirim Salam https://t.co/hvS2fBxurD https://t.co/b3bYeWH1IH,Thu Sep 18 10:35:23 +0000 2025
Menkeu Purbaya Yudhi Sadewa Konfirmasi Gugatan Tutut Soeharto Sudah Dicabut: Dia Kirim Salam https://t.co/hvS2fBwWC5 https://t.co/BeagG3UdqS,Thu Sep 18 10:35:22 +0000 2025
️Gemini AI Analisis Komparatif Mazhab Ekonomi Purbaya Yudhi Sadewa dan Sri Mulyani Indrawati. 1. Pendahuluan dan Konteks Analisis 1.1. Latar Belakang dan Konteks Isu Topik mengenai perbedaan fundamental mazhab ekonomi antara Purbaya Yudhi Sadewa dan Sri Mulyani Indrawati,Thu Sep 18 10:01:29 +0000 2025
Menteri Koordinator Bidang Pangan Zulkifli Hasan menyoroti perbedaan gaya kebijakan antara Menteri Keuangan era Sri Mulyani dengan penerusnya Purbaya Yudhi Sadewa terutama terkait aturan kredit bagi Koperasi Desa (Kopdes) Merah Putih. Ia menyebut Purbaya lebih cepat dan https://t.co/x9MlDfhsvP,Thu Sep 18 09:56:20 +0000 2025
@regar_op0sisi Yaelah... Yg pasti semasa bu Sri taunya naikin pajak Sekarang kebijakan pak Purbaya berusaha memicu pertumbuh asn ekonomi Trus gmn? Mau bu Sri lg yg mimpin Tolol,Thu Sep 18 09:47:39 +0000 2025
Purbaya Yudhi Sadewa menyepelekan tuntutan aksi massa. https://t.co/G3sfl80Bkx,Thu Sep 18 09:42:41 +0000 2025
Treck record Purbaya Yudhi Sadewa. https://t.co/rQ5oqmsBsq,Thu Sep 18 09:42:02 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa buka suara soal gugatan yang dilayangkan putri mantan Presiden RI Soeharto Siti Hardiyanti Rukmana atau Tutut Soeharto kepada Menteri Keuangan. Purbaya mengklaim gugatan tersebut kini telah dicabut dan keduanya telah berdamai dengan https://t.co/bNPpEFfED1,Thu Sep 18 09:34:12 +0000 2025
Menkeu Purbaya Yudhi Sadewa menyebut gugatan Tutut Soeharto soal KMK pencekalan sudah dicabut. Ia bahkan saling kirim salam dengan putri Presiden ke-2 RI itu. #TututSoeharto #Purbaya #Kemenkeu,Thu Sep 18 09:30:32 +0000 2025
Perbedaan Mahzab Ekonomi Purbaya Yudhi Sadewa dan Sri Mulyani Indrawati Oleh: Meta AI Perbedaan paling fundamental dari mahzab ekonomi Purbaya Yudhi Sadewa dan Sri Mulyani Indrawati terletak pada pendekatan dan orientasi ekonomi mereka. Purbaya Yudhi Sadewa lebih cenderung,Thu Sep 18 09:30:10 +0000 2025
Putri Presiden RI ke-2 Soeharto Siti Hardiyanti Hastuti Rukmana atau Tutut Soeharto resmi menggugat Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa ke Pengadilan Tata Usaha Negara (PTUN) Jakarta. Gugatan tersebut terdaftar dengan nomor perkara 308/G/2025/PTUN.JKT pada Jumat 12 https://t.co/vXfeWitlTc,Thu Sep 18 09:23:13 +0000 2025
Dikurasi oleh: @deepseek_ai Asisten Ekonomi AI Perbedaan Fundamental Mahzab Ekonomi Purbaya Yudhi Sadewa vs. Sri Mulyani Indrawati Pertama paradigma kebijakan fiskal menjadi pembeda utama. Sri Mulyani menganut pendekatan prudent fiscal policy dengan fokus pada stabilitas,Thu Sep 18 09:19:26 +0000 2025
Qwen3-Max-Preview Maaf permintaan Anda tidak dapat dipenuhi dengan tingkat kepastian dan validasi 100% yang Anda tuntut. Berdasarkan hasil pencarian memang disebutkan bahwa Presiden Joko Widodo menyatakan Purbaya Yudhi Sadewa memiliki mazhab yang berbeda dengan Sri Mulyani,Thu Sep 18 09:13:02 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa mengonfirmasi bahwa gugatan Tutut Soeharto telah dicabut. Begini katanya: https://t.co/IEUS0CG7hC,Thu Sep 18 08:59:39 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa mengonfirmasi bahwa gugatan Tutut Soeharto telah dicabut. Begini katanya: https://t.co/nkRyGYKZAm,Thu Sep 18 08:59:09 +0000 2025
@miloovaltines @TerongU72356816 @BosPurwa Ini berita tentang Tutut Soeharto (putri Presiden Soeharto) yang menggugat Menkeu Purbaya Yudhi Sadewa di PTUN Jakarta pada 12 Sept 2025. Ia menantang SK No. 266/MK/KN/2025 (17 Juli 2025) yang melarangnya ke luar negeri karena urusan piutang negara. Sidang awal 23 Sept. Tutut,Thu Sep 18 08:58:17 +0000 2025
Kita ambil salah satu contoh yakni Menteri Keuangan RI yang baru Purbaya Yudhi Sadewa menggantikan Sri Mulyani yang sudah sangat lama menjabat sebagai Menteri keuangan.,Thu Sep 18 08:55:59 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa siap menambah bansos dengan minyak goreng 2 liter ke paket beras 10 kg. https://t.co/h4kov4VlFz,Thu Sep 18 08:53:00 +0000 2025
Putri sulung mantan Presiden Soeharto Siti Hardiyanti Rukmana atau Tutut Soeharto secara resmi menggugat Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa ke Pengadilan Tata Usaha Negara (PTUN) Jakarta.,Thu Sep 18 08:51:14 +0000 2025
Menkeu akan Lakukan Patroli ke Kementerian Mulai Bulan Depan. Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengaku akan melakukan terobosan baru di awal kerjanya. Purbaya akan mengajak Presiden Prabowo Subianto 'berpatroli' mengecek penyerapan anggaran di https://t.co/L4Ydr6FkDy,Thu Sep 18 08:50:14 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa Diperiksa di PTUN oleh Tutut Soeharto https://t.co/8RrpVGVLRF,Thu Sep 18 08:43:34 +0000 2025
Purbaya menganggap dirinya koboi super. Kalau tembakannya meleset yang salah targetnya. Dia pun mengancam direktur Bank yang gagal mengelola kucuran duitnya dipecat. Padahal sudah diingatkan gelontorkan duitnya berisiko tinggi karena perekonomian tidak sedang baik-baik saja.,Thu Sep 18 08:25:12 +0000 2025
Siti Hardiyanti Hastuti Rukmana atau Tutut Soeharto resmi menggugat Menteri Keuangan Purbaya Yudhi Sadewa ke Pengadilan Tata Usaha Negara (PTUN) Jakarta. Tutut menggugat keputusan Menkeu yang mencegah dirinya bepergian ke luar negeri. https://t.co/unQ4c3W6GS lewat @tribunnews,Thu Sep 18 07:58:36 +0000 2025
Putri Presiden ke-2 RI Siti Hardiyanti Hastuti Rukmana alias Tutut Soeharto menggugat Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa atas Keputusan Menteri Keuangan Nomor 266/MK/KN/2025 tanggal 17 Juli 2025. Selengkapnya di: https://t.co/ZlwAzDIJYH https://t.co/QnxyDsV86U,Thu Sep 18 07:45:02 +0000 2025
@maspipink @arwidodo Menkeu Purbaya Yudhi Sadewa menyatakan perlunya transparansi total dalam program MBG (Makan Bergizi Gratis). Ia menuntut laporan bulanan soal penyerapan anggaran yang saat ini baru Rp8 2 triliun dari Rp71 triliun untuk 2025. Ia juga soroti isu banyak dapur MBG dimiliki anggota,Thu Sep 18 07:19:11 +0000 2025
@BosPurwa @smindrawatii @kemenkeu Purbaya mengira dia satu²nya ekonom di Indonesia yang paling hebat. Keblinger ini orang tidak punya etika dan adab sopan santun. Dia tidak sadar banyak ekonom yng jauh lebih senior dan susah lebih lama terlibat dalam berbagai kebijakan dalam berbagai situasi. Karakter buruk.. ,Thu Sep 18 07:00:23 +0000 2025
@BosPurwa Beliau merasa tersaingi dengan kepopuleran purbaya. Nggak perlu teriak dunga-dungu sana-sini buat terkenal di indonesia. Cukup dengan celetukan natural kok insyaallah? semua orang udah tau kalo ni orang beda dari yang lain. Semoga hasilnya baik.,Thu Sep 18 07:00:02 +0000 2025
Ketua Badan Anggaran (Banggar) DPR RI Said Abdullah menyampaikan penyaluran dana pemerintah oleh Menteri Keuangan Purbaya Yudhi Sadewa sebesar 200 triliun rupiah ke sejumlah bank Himpunan Bank Milik Negara harus menyasar sektor UMKM dan meminta pemerintah untuk menerbitkan https://t.co/p5byiLrBV7,Thu Sep 18 06:51:23 +0000 2025
@Madmen_wisdom @BosPurwa Well dia kritik jkw for sure. Tapi di clip itu jelas2 dia kritik Purbaya dengan post hoc ergo propter hoc logical fallacynya yg sebenarnya keliru. Orang ekonomi tnp dijelasin udah tau ada kausalita implicitly antara kontrol M0 sama ekonomi. Rocky aja bukan domain expert di econ,Thu Sep 18 06:49:08 +0000 2025
Gaji Purbaya Yudhi Sadewa Lebih Rendah Dibandingkan Saat Menjabat Komisioner LPS https://t.co/vKUgPBQnix,Thu Sep 18 06:40:27 +0000 2025
Menkeu Purbaya Yudhi Sadewa Pede IHSG Sentuh 36.000 pada 2035 https://t.co/eBfaRajAAj,Thu Sep 18 06:18:06 +0000 2025
@kukisregal @BosPurwa karena trenny masyarakat udah muak sama pejabat tipe sri mulyani ini. yang di bawah ditekan efisiensi tapi yang di atas foya. belum lagi ketimpangan kesejahteraan ASN. apalagi purbaya langsung buat kebijakan populis dan tidak menekankan soal pajak ya jelas makin populer dia.,Thu Sep 18 06:05:13 +0000 2025
Menkeu Purbaya Yudhi Sadewa digugat Tutut Suharto terkait Keputusan Menteri Keuangan di era Sri Mulyani ttg Pencegahan Bepergian ke Luar negri dlm Rangka Pengurusan Piutang Negara. Beleid itu tertanggal 17/7/2025. Knp baru skrg digugat?? Kata orang sih Purbaya mau digoyang. _ https://t.co/3hwWynt0Ko,Thu Sep 18 05:52:55 +0000 2025
Putri Presiden RI ke-2 Soeharto Siti Hardiyanti Hastuti Rukmana alias Tutut Soeharto resmi menggugat Menteri Keuangan RI Purbaya Yudhi Sadewa ke PTUN Jakarta. Gugatan dengan nomor perkara 308/G/2025/PTUN.JKT itu terdaftar pada 12 September 2025. Kasus ini diduga terkait dengan https://t.co/BmyRvL4FJD,Thu Sep 18 05:38:03 +0000 2025
@OposisiCerdas Iya pak kasir yg punya kuasa terkait kebijakan2 terkait kas negara Trus?? Jgn meremehkan org Lumayan lho kebijakan pak purbaya dibanding Sri Mulyani Solusi dari elu gmn?? Protes ... mulu kagak ada solusi,Thu Sep 18 04:36:06 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa mengingatkan pentingnya memahami instrumen sebelum berinvestasi jangan hanya ikut tren atau FOMO. Di era digital kelola aset lebih bijak dengan CoinPro aman praktis berbasis AI. Mulai investasi cerdas sekarang bersama CoinPro! https://t.co/UKege95lVY,Thu Sep 18 04:25:54 +0000 2025
Untuk itu lebih baik pemerintah mengoptimalkan apa yang sudah terbentuk saat ini agar progres yang telah berlangsung tetap berjalan dan tidak terhambat meski terjadi transisi kepemimpinan dari Sri Mulyani ke Purbaya.,Thu Sep 18 04:24:06 +0000 2025
Namun sampai saat ini belum jelas kepastiannya. Terakhir Menteri Keuangan Purbaya Yudhi Sadewa mengatakan Presiden Prabowo Subianto belum menginstruksikan pembentukan Badan Penerimaan Negara (BPN).,Thu Sep 18 04:24:02 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengatakan dirinya bersama Presiden Prabowo Subianto akan 'berpatroli' mengecek penyerapan anggaran di kementerian-kementerian. https://t.co/v39bp5Bcgh #fomopolicy #APUINSGDkawalfomopolicy @PerekonomianRI https://t.co/XcqwH0PGMB,Thu Sep 18 04:14:43 +0000 2025
Gugatan PTUN oleh Tutut Soeharto terhadap Menteri Keuangan Purbaya Yudhi Sadewa jadi sorotan. Apa isi gugatan? Kita tunggu info lebih lanjut. #PTUN #Menkeu #mdkdriz #mdknbl https://t.co/XDCSKljc5M,Thu Sep 18 03:10:28 +0000 2025
Menkeu Purbaya Yudhi Sadewa menyoroti bos-bos bank pelat merah yang dinilai terlalu nyaman dengan kondisi perbankan. https://t.co/SHOw73SIlN,Thu Sep 18 03:03:50 +0000 2025
@BosPurwa @KemenkeuRI Silahkan kritik buat kontrol Tetapi kami punya hati saat ini memiliki trust pada Pak Purbaya Gelontoran 200T yang regulasinya terpantau jauh lebih indah dari halu 11000T,Thu Sep 18 02:59:51 +0000 2025
@lileannaard @tempodotco yang dijelaskan pak purbaya: ayu datang memukul siti sehingga siti menangis yang bisa membuktikan ya pelaku ekonomi. dalam hal ini sesuai penjelasan pak purbaya ada stimulus ekonomi. ️ cuma RG gagal paham malah bermain katankata bukan fakta,Thu Sep 18 02:55:05 +0000 2025
Tutut Soeharto menggugat Menteri Keuangan Purbaya Yudhi Sadewa ke PTUN Jakarta pada 12 September 2025 dengan status pemeriksaan persiapan dan sidang perdana dijadwalkan 23 September 2025. Simak selengkapnya: https://t.co/l279r8y2nM https://t.co/vdVdOYfzjR,Thu Sep 18 02:52:29 +0000 2025
@BosPurwa Mulyani gak mau dikritik dan terima masukkan ( pajek naik pajek naik itu otaknya ) . Purbaya ? Ntahlah belum tau baru sebulan moga aja bagus,Thu Sep 18 02:23:41 +0000 2025
@KompasTV Apa salahnya kalau direksi bank² BUMN bermain golf di hari Sabtu dan Minggu? Itu hari libur dan mereka juga perlu olga. Purbaya @KemenkeuRI ini sudah terlalu jauh. Kalau kebijakan kau (yg melanggar UU) gagal itu adalah karena kesalahan kau. cc: @tempodotco @kompascom,Thu Sep 18 01:59:19 +0000 2025
@mochmasykur12 @republikaonline Lebih baik kejelasan regulasi 200T daripada halu 11000T Kecipratan atau kagak mah itu Allah Subhanahu Wa Taala Yang Maha Mengatur...yang penting statemen Pak Purbaya gak pake ancaman ke rakyat jelata macem gue..BAHKAN PAJAK BUAT YG PENGHASILANNYA DIBAWAH 10JUTA BEBAS! DULU?MIMPI,Thu Sep 18 01:46:17 +0000 2025
@BosPurwa Sebelum banyak yg kena gocek..Purbaya dan RG itu sudah saling kenal dengan cukup baik Jadi kalo RG membalasnya dengan narasi begitu gak akan jadi masalah buat Purbaya So para buzzer dadakan hematlah ketukan jari kalian..wkwk,Thu Sep 18 01:12:32 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa dikenal memiliki gaya bicara yang ceplas-ceplos. Beberapa jam setelah dilantik dia langsung menuai kritik ketika merespons tuntutan 17+8 buah dari aksi demonstrasi pada akhir Agustus. Itu kan suara sebagian kecil rakyat kita. Kenapa? https://t.co/4sPkaXz5Wh,Thu Sep 18 01:04:39 +0000 2025
Kebijakan berani Menkeu pindahkan dana MENGANGGUR pemerintah di BI Rp 200 Trilyun ke 5 bank BUMN untuk GaS Program2 kerakyatan dan pertumbuhan ekonomi memakau bnyak pihak Gubernur BI Perry Warjiyo menyambut baik keputusan Menkeu Purbaya Yudhi Sadewa Optimis Indonesia 🇮🇩 https://t.co/Kv27svEyYC,Thu Sep 18 00:47:49 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa merespons pesan Komisi Pemberantasan Korupsi (KPK) terkait potensi kredit fiktif dari uang negara Rp200 triliun yang disimpan di lima bank. Kalau dia (pejabat perbankan) kredit fiktif kalau ketahuan ditangkap dipecat! Tapi saya https://t.co/HoyNpuWVxu,Fri Sep 19 23:30:00 +0000 2025
Bener kata Pak Purbaya para pengambil kebijakan menaikkan cuka sampai g masuk akal ke 57% spt FIR'AUN TERKUTUK...!!! byk yg sengaja membeli yg illegal demi agar tdk byr pajak krn jk beli illegal tiap hari makan hati sakit hati banget dgn cukainya. @prabowo @gibran_tweet,Fri Sep 19 23:15:39 +0000 2025
Diam Emas Anda pasti sangat menunggu: apa komentar Bank Indonesia atas metraliur yang diberondongkan menkeu baru Purbaya Yudhi Sadewa. https://t.co/bb3J9fqBnp,Fri Sep 19 21:49:57 +0000 2025
@BosPurwa Tujuan di posting apa yak... Biar rame gitu Melihat gaya bicara pak Purbaya Yudhi saya yakin keuangan negara akan baik di tangan beliau. ,Fri Sep 19 17:37:58 +0000 2025
Pemerintah sedang mematangkan skema berbasis pasar untuk menarik dana dolar milik Warga Negara Indonesia (WNI) yang selama ini disimpan di luar negeri. Menteri Keuangan Purbaya Yudhi Sadewa menyampaikan bahwa skema ini akan memberikan insentif menarik agar pemilik dana memilih https://t.co/uYHHCS6S7W,Fri Sep 19 17:33:56 +0000 2025
@dumbdeimos @sweetboyyy05 nah makanya itu kena sidak dan audit bang pak purbaya ini kerja nya bagus banget cuman rawan disolatip sampe mati apalagi polisi dongok kerjanya asal ceplos cuman bisa bilang dia bosen hidup terus mati bundir pake solatip ,Fri Sep 19 16:43:12 +0000 2025
@KangManto123 Kalo dia smpe kritik brarti purbaya kerjanya bener!!!,Fri Sep 19 16:14:57 +0000 2025
Menkeu Purbaya Yudhi Sadewa menyampaikan larangan bepergian ke luar negeri sebelumnya tidak akan diubah. Namun yang pasti pihaknya tidak akan memperpanjang lebih lanjut setelah jatuh tempo. Baca di sini: https://t.co/xLtf0whUQC / #PurbayaYudhiSadewa #TututSoeharto https://t.co/6mxO9k46nH,Fri Sep 19 15:57:05 +0000 2025
*The Devil is in The Detail: Daya Ungkit Rp 200 Triliun dari Purbaya Yudhi Sadewa* Oleh: Andre Vincent Wenas https://t.co/PDb3Mz42Pd,Fri Sep 19 15:41:16 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan anggaran untuk program Makan Bergizi Gratis (MBG) akan ditarik jika tidak terserap optimal hingga Oktober. Hal ini telah dibicarakan dengan Presiden Prabowo mengingat lambatnya belanja pemerintah untuk program tersebut kerap https://t.co/fnofLSsnQo,Fri Sep 19 15:37:22 +0000 2025
@sholah01035817 @BosPurwa Coba tonton penjelasan Pak Purbaya Mas. Bisa lihat di yt. Beliau jago ekonomi . penyampaian nya jg bagus. Saya suka dengerinnya karena jadi belajar ekonomi juga. Mgkn dari situ bisa paham kenapa digelontorkan uang 200T,Fri Sep 19 15:34:17 +0000 2025
Pemerintah baru saja menggulirkan kebijakan besar yang dinilai strategis dalam mendorong pertumbuhan ekonomi nasional. Menteri Keuangan Purbaya Yudhi Sadewa tak lama usai dilantik langsung menggebrak dengan menarik dana Saldo Anggaran Lebih (SAL) sebesar Rp200 triliun untuk https://t.co/ItwT6Q1sS8,Fri Sep 19 15:17:34 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengemukakan bahwa pemerintah sedang berupaya untuk menekan subsidi listrik tanpa membebani masyarakat dengan kenaikan tarif. Waktu di Hambalang kemarin ada diskusi tentang program pengurangan subsidi listrik dengan penggunaan https://t.co/mRR9qX5N3k,Fri Sep 19 15:02:05 +0000 2025
@Kim_70n_Un @BosPurwa Ya pernyataan itu benar berdasarkan konferensi pers Menteri Keuangan Purbaya Yudhi Sadewa pada 19 September 2025. Ia menyebut tarif cukai rokok rata-rata 57% terlalu tinggi dan buka peluang menurunkannya untuk selamatkan industri dengan guyonan Wah tinggi amat. Fir'aun lu. ,Fri Sep 19 14:59:01 +0000 2025
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengemukakan bahwa pemerintah sedang berupaya untuk menekan subsidi listrik tanpa membebani masyarakat dengan kenaikan tarif. https://t.co/KbQ6L4N1s7,Fri Sep 19 14:48:11 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa melakukan aksi tak biasa dengan mengecek langsung layanan contact center Direktorat Jenderal Pajak (DJP). Purbaya menyamar layaknya warga biasa dan menelepon Kring Pajak untuk menanyakan sistem perpajakan terbaru. Aksi tersebut terekam https://t.co/IlldMaQsQK,Fri Sep 19 14:44:37 +0000 2025
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan pemerintah tidak akan mengubah aturan batas defisit dan rasio utang tetap meski RUU Keuangan Negara masuk prioritas Program Legislasi Nasional 2025. https://t.co/XCXAFkgPX5,Fri Sep 19 14:30:16 +0000 2025
