text,date,CleanSVM,CleanIndoBERTweet,Label
Menteri Keuangan Purbaya Yudhi Sadewa menyoroti distribusi subsidi energi yang masih belum tepat sasaran dari data Susenas menunjukkan kelompok kaya justru ikut menikmati porsi besar subsidi. Hal itu disampaikan Purbaya saat di DPR RI Selasa (30/9) siang. Ard #BeritaElshinta https://t.co/gCQ4ddjDxe,Tue Sep 30 07:31:55 +0000 2025,menteri uang purbaya yudhi sadewa sorot distribusi subsidi energi tepat sasar data susenas tunjuk kelompok kaya justru ikut nikmat porsi besar subsidi sampai purbaya dpr ri selasa siang ard,menteri keuangan purbaya yudhi sadewa menyoroti distribusi subsidi energi yang masih belum tepat sasaran dari data susenas menunjukkan kelompok kaya justru ikut menikmati porsi besar subsidi. hal itu disampaikan purbaya saat di dpr ri selasa (30/9) siang. ard #beritaelshinta,1.0
Tren depresiasi mata uang rupiah selama beberapa hari terakhir jadi sinyal negatif bagi perekonomian. Namun pemerintah optimistis tren itu hanya sementara dan akan kembali ke batas psikologisnya. Menkeu Purbaya Yudhi Sadewa singgung kebijakan kenaikan deposito valas oleh Himbara,Tue Sep 30 07:23:49 +0000 2025,tren depresiasi mata uang rupiah lama beberapa hari akhir jadi sinyal negatif ekonomi perintah optimistis tren batas psikologis menkeu purbaya yudhi sadewa singgung bijak naik deposito valas himbara,tren depresiasi mata uang rupiah selama beberapa hari terakhir jadi sinyal negatif bagi perekonomian. namun pemerintah optimistis tren itu hanya sementara dan akan kembali ke batas psikologisnya. menkeu purbaya yudhi sadewa singgung kebijakan kenaikan deposito valas oleh himbara,1.0
 Saham Rokok Kompak Melemah Perdagangan Senin (29/9/2025) ditutup dengan pelemahan saham emiten rokok usai reli panjang pasca pergantian Menkeu dari Sri Mulyani ke Purbaya Yudhi Sadewa. https://t.co/uRhf7IbCh8 #Saham #BEI #Emiten #CukaiRokok #Ekonomi #im_nusantara https://t.co/Tm2MpnEdbg,Tue Sep 30 05:59:37 +0000 2025,saham rokok kompak lemah dagang senin tutup lemah saham emiten rokok usai reli panjang pasca ganti menkeu sri mulyani purbaya yudhi sadewa,saham rokok kompak melemah perdagangan senin (29/9/2025) ditutup dengan pelemahan saham emiten rokok usai reli panjang pasca pergantian menkeu dari sri mulyani ke purbaya yudhi sadewa. #saham #bei #emiten #cukairokok #ekonomi #im_nusantara,2.0
2/6 Yang Melemahkan Kredibilitas: Reshuffle Kabinet Merah Putih tanggal 8-9 Sept bikin heboh besar! Penggantian Sri Mulyani jadi Menkeu sama Purbaya Yudhi Sadewa dibilang ninggalin lubang gede di makroekonomi plus uji kredibilitas fiskal kita yang selama ini jago. Investor,Tue Sep 30 04:10:39 +0000 2025,lemah kredibilitas reshuffle kabinet merah putih tanggal sept bikin heboh besar ganti sri mulyani jadi menkeu sama purbaya yudhi sadewa bilang ninggalin lubang gede makroekonomi plus uji kredibilitas fiskal lama jago investor,2/6 yang melemahkan kredibilitas: reshuffle kabinet merah putih tanggal 8-9 sept bikin heboh besar! penggantian sri mulyani jadi menkeu sama purbaya yudhi sadewa dibilang ninggalin lubang gede di makroekonomi plus uji kredibilitas fiskal kita yang selama ini jago. investor,2.0
Menteri Keuangan Purbaya Yudhi Sadewa menargetkan pertumbuhan ekonomi Indonesia pada kuartal IV-2025 mencapai lebih dari 5 5%. Optimisme tersebut didasarkan pada program pemerintah serta kebijakan fiskal dan moneter yang dinilai mampu memperkuat pasar dan menjaga daya dorong https://t.co/KNO2uj2jo0,Tue Sep 30 01:00:00 +0000 2025,menteri uang purbaya yudhi sadewa target tumbuh ekonomi indonesia kuartal iv capai lebih optimisme sebut dasar program perintah bijak fiskal moneter nilai mampu kuat pasar jaga daya dorong,menteri keuangan purbaya yudhi sadewa menargetkan pertumbuhan ekonomi indonesia pada kuartal iv-2025 mencapai lebih dari 5 5%. optimisme tersebut didasarkan pada program pemerintah serta kebijakan fiskal dan moneter yang dinilai mampu memperkuat pasar dan menjaga daya dorong,1.0
Menteri Keuangan Purbaya Yudhi Sadewa mengatakan pada Selasa (30/9) bahwa dirinya optimistis pertumbuhan ekonomi Indonesia pada 4Q25 dapat mencapai +5 5% YoY.,Wed Oct 01 14:26:29 +0000 2025,menteri uang purbaya yudhi sadewa kata selasa diri optimistis tumbuh ekonomi indonesia q capai yoy,menteri keuangan purbaya yudhi sadewa mengatakan pada selasa (30/9) bahwa dirinya optimistis pertumbuhan ekonomi indonesia pada 4q25 dapat mencapai +5 5% yoy.,1.0
Kilang Tua Pertamina Menteri Keuangan Purbaya Yudhi Sadewa di DPR menyoroti lambatnya pembangunan kilang baru Pertamina. Pertamina sendiri masih andalkan kilang tua sambil geser fokus ke revitalisasi. Contoh proyek baru: Kilang Tuban sempat heboh tendernya. Liputan https://t.co/X4sUmkRDuR,Wed Oct 01 13:12:28 +0000 2025,kilang tua pertamina menteri uang purbaya yudhi sadewa dpr sorot lambat bangun kilang baru pertamina pertamina sendiri andal kilang tua geser fokus revitalisasi contoh proyek baru kilang tuban sempat heboh tender liput,kilang tua pertamina menteri keuangan purbaya yudhi sadewa di dpr menyoroti lambatnya pembangunan kilang baru pertamina. pertamina sendiri masih andalkan kilang tua sambil geser fokus ke revitalisasi. contoh proyek baru: kilang tuban sempat heboh tendernya. liputan,1.0
Menteri Keuangan Purbaya Yudhi Sadewa yakin pertumbuhan ekonomi Indonesia akhir 2025 bisa tembus 5 5% . Dorongan datang dari belanja masyarakat sektor properti hingga konsumsi yang diprediksi meningkat pesat. Pemerintah juga telah menempatkan Rp200 triliun dana di lima https://t.co/vNHQ4zYmuR,Wed Oct 01 12:45:30 +0000 2025,menteri uang purbaya yudhi sadewa yakin tumbuh ekonomi indonesia akhir tembus dorong datang belanja masyarakat sektor properti hingga konsumsi prediksi tingkat pesat perintah tempat rp triliun dana lima,menteri keuangan purbaya yudhi sadewa yakin pertumbuhan ekonomi indonesia akhir 2025 bisa tembus 5 5% . dorongan datang dari belanja masyarakat sektor properti hingga konsumsi yang diprediksi meningkat pesat. pemerintah juga telah menempatkan rp200 triliun dana di lima,1.0
#KawanPajak Bapak Purbaya Yudhi Sadewa sambangi UMKM di Kantin Tenda Biru DJP!️ Tak sekadar makan siang biasa beliau juga menyampaikan pesan penting: mari hidupkan sektor UMKM kita! 🇮🇩 Dengan belanja produk lokal dan dukung usaha kecil bantu roda ekonomi terus berputar. https://t.co/y87wsUilxk,Wed Oct 01 12:19:26 +0000 2025,bapak purbaya yudhi sadewa sambang umkm kantin tenda biru djp tak sekadar makan siang biasa beliau sampai pesan penting hidup sektor umkm  belanja produk lokal dukung usaha kecil bantu roda ekonomi terus putar,#kawanpajak bapak purbaya yudhi sadewa sambangi umkm di kantin tenda biru djp!️ tak sekadar makan siang biasa beliau juga menyampaikan pesan penting: mari hidupkan sektor umkm kita! 🇮🇩 dengan belanja produk lokal dan dukung usaha kecil bantu roda ekonomi terus berputar.,1.0
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan burden sharing bunga utang SBN dengan BI hanya sementara dan tidak akan dilanjutkan. Ia menilai skema ini bisa merusak kredibilitas pemerintah dan independensi BI. Simak selengkapnya: https://t.co/80Pm2k0NkB https://t.co/4I6oy8aKvE,Wed Oct 01 07:14:42 +0000 2025,menteri uang purbaya yudhi sadewa tegas burden sharing bunga utang sbn bi lanjut nilai skema rusak kredibilitas perintah independensi bi simak lengkap,menteri keuangan purbaya yudhi sadewa menegaskan burden sharing bunga utang sbn dengan bi hanya sementara dan tidak akan dilanjutkan. ia menilai skema ini bisa merusak kredibilitas pemerintah dan independensi bi. simak selengkapnya:,2.0
@zulfadli_83921 @PartaiSocmed @_dazzal Oh setelah verifikasi lebih lanjut dengan foto lawasnya ya pria di foto itu memang Purbaya Yudhi Sadewa Menkeu saat ini saat masih berambut panjang. Maaf atas kesalahan identifikasi sebelumnya!,Wed Oct 01 06:26:35 +0000 2025,verifikasi lebih lanjut foto lawas pria foto memang purbaya yudhi sadewa menkeu rambut panjang maaf atas salah identifikasi belum,oh setelah verifikasi lebih lanjut dengan foto lawasnya ya pria di foto itu memang purbaya yudhi sadewa menkeu saat ini saat masih berambut panjang. maaf atas kesalahan identifikasi sebelumnya!,2.0
Menteri Keuangan Purbaya Yudhi Sadewa membeberkan harga asli barang-barang subsidi yang selama ini dibeli masyarakat dengan harga jauh lebih murah berkat dukungan APBN. Selengkapnya di https://t.co/8jg8GoAOWA https://t.co/oKHUOycbuu,Wed Oct 01 06:05:45 +0000 2025,menteri uang purbaya yudhi sadewa beber harga asli barangbarang subsidi lama beli masyarakat harga jauh lebih murah berkat dukung apbn lengkap,menteri keuangan purbaya yudhi sadewa membeberkan harga asli barang-barang subsidi yang selama ini dibeli masyarakat dengan harga jauh lebih murah berkat dukungan apbn. selengkapnya di,1.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa yakin dan optimistis pertumbuhan ekonomi pada akhir 2025 dapat mencapai 5 5 persen karena dorongan dari berbagai sektor termasuk properti. #SmartNews @antaranews https://t.co/cttxGrbHaD,Wed Oct 01 06:00:01 +0000 2025,menteri uang menkeu purbaya yudhi sadewa yakin optimistis tumbuh ekonomi akhir capai persen dorong bagai sektor masuk properti,menteri keuangan (menkeu) purbaya yudhi sadewa yakin dan optimistis pertumbuhan ekonomi pada akhir 2025 dapat mencapai 5 5 persen karena dorongan dari berbagai sektor termasuk properti. #smartnews,1.0
Menkeu Sebut Sektor Properti Bakal Jadi Pendorong Utama Pertumbuhan Ekonomi di Penghujung 2025 Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa optimistis pertumbuhan ekonomi Indonesia pada akhir 2025 mampu mencapai 5 5%. Dirinya menilai sektor properti akan menjadi salah satu https://t.co/qanVMLgHwA,Wed Oct 01 06:00:01 +0000 2025,menkeu sebut sektor properti bakal jadi dorong utama tumbuh ekonomi hujung menteri uang menkeu purbaya yudhi sadewa optimistis tumbuh ekonomi indonesia akhir mampu capai diri nilai sektor properti jadi salah satu,menkeu sebut sektor properti bakal jadi pendorong utama pertumbuhan ekonomi di penghujung 2025 menteri keuangan (menkeu) purbaya yudhi sadewa optimistis pertumbuhan ekonomi indonesia pada akhir 2025 mampu mencapai 5 5%. dirinya menilai sektor properti akan menjadi salah satu,1.0
‼️PAJAK MARKETPLACE DITUNDA MENKEU BARU‼️ Menteri Keuangan Purbaya Yudhi Sadewa resmi menunda penerapan pajak bagi marketplace. Hal ini memunculkan indikasi jika ekonomi Indonesia memeng belum cukup stabil dan banyaknya protes dari para pengusaha A Thread #marketplace https://t.co/5CxuSxo4jS,Wed Oct 01 04:02:07 +0000 2025,pajak marketplace tunda menkeu baru menteri uang purbaya yudhi sadewa resmi tunda terap pajak marketplace muncul indikasi ekonomi indonesia memeng cukup stabil banyak protes usaha a thread,‼️pajak marketplace ditunda menkeu baru‼️ menteri keuangan purbaya yudhi sadewa resmi menunda penerapan pajak bagi marketplace. hal ini memunculkan indikasi jika ekonomi indonesia memeng belum cukup stabil dan banyaknya protes dari para pengusaha a thread #marketplace,1.0
Pertumbuhan ekonomi nasional di bawah kepempinan Purbaya Yudhi Sadewa sebagai Menteri Keuangan Indonesia sedang dinanti-nantikan. https://t.co/0Zy2Bw3K4N,Wed Oct 01 03:12:00 +0000 2025,tumbuh ekonomi nasional bawah kepempinan purbaya yudhi sadewa menteri uang indonesia sedang dinantinantikan,pertumbuhan ekonomi nasional di bawah kepempinan purbaya yudhi sadewa sebagai menteri keuangan indonesia sedang dinanti-nantikan.,1.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengatakan bakal melakukan sidak ke bank-bank BUMN. Sidak ini dilakukan untuk memastikan tak ada masalah dalam penyaluran kredit. &gt;&gt; https://t.co/Fk0k5wQ5jx https://t.co/kQtSAKlEZA,Wed Oct 01 02:30:00 +0000 2025,menteri uang menkeu purbaya yudhi sadewa kata bakal laku sidak bankbank bumn sidak laku pasti tak masalah salur kredit gtgt,menteri keuangan (menkeu) purbaya yudhi sadewa mengatakan bakal melakukan sidak ke bank-bank bumn. sidak ini dilakukan untuk memastikan tak ada masalah dalam penyaluran kredit. &gt;&gt;,2.0
Mantap! Pada saat berkunjung ke kantor Bloomberg Technoz pada Selasa (30/9/2025) Menteri Keuangan RI Purbaya Yudhi Sadewa menilai tren Gen Z yang semakin berani berinvestasi di aset kripto merupakan langkah positif. https://t.co/lqSadlQrqa,Wed Oct 01 02:08:52 +0000 2025,mantap kunjung kantor bloomberg technoz selasa menteri uang ri purbaya yudhi sadewa nilai tren gen z makin berani investasi aset kripto rupa langkah positif,mantap! pada saat berkunjung ke kantor bloomberg technoz pada selasa (30/9/2025) menteri keuangan ri purbaya yudhi sadewa menilai tren gen z yang semakin berani berinvestasi di aset kripto merupakan langkah positif.,1.0
Presiden Prabowo Subianto memantau kinerja Menteri Keuangan Purbaya Yudhi Sadewa hingga lewat media sosial. Seusai menghadap di Istana Purbaya menyebut Prabowo menilai kebijakannya bagus. https://t.co/X8w2bWQIFN https://t.co/iMmA6P3IyU,Wed Oct 01 02:04:55 +0000 2025,presiden prabowo subianto pantau kerja menteri uang purbaya yudhi sadewa hingga lewat media sosial usai hadap istana purbaya sebut prabowo nilai bijak bagus,presiden prabowo subianto memantau kinerja menteri keuangan purbaya yudhi sadewa hingga lewat media sosial. seusai menghadap di istana purbaya menyebut prabowo menilai kebijakannya bagus.,1.0
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan Bank Indonesia sebagai bank sentral perlu tetap independen namun perannya juga penting untuk mendukung pertumbuhan ekonomi. Simak selengkapnya: https://t.co/pX69KXiZOp https://t.co/kLvP8NjWfG,Wed Oct 01 00:33:44 +0000 2025,menteri uang purbaya yudhi sadewa tegas bank indonesia bank sentral perlu tetap independen peran penting dukung tumbuh ekonomi simak lengkap,menteri keuangan purbaya yudhi sadewa menegaskan bank indonesia sebagai bank sentral perlu tetap independen namun perannya juga penting untuk mendukung pertumbuhan ekonomi. simak selengkapnya:,1.0
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan komitmen menjaga defisit APBN terhadap PDB di bawah 3% sesuai amanat undang-undang meski defisit 2026 naik menjadi 2 68% dari 2 48% dengan meningkatnya anggaran untuk daerah. Simak selengkapnya: https://t.co/1yydH2p4fl https://t.co/jv8ZqFmSdy,Wed Oct 01 00:32:23 +0000 2025,menteri uang purbaya yudhi sadewa tegas komitmen jaga defisit apbn pdb bawah sesuai amanat undangundang meski defisit naik jadi tingkat anggar daerah simak lengkap,menteri keuangan purbaya yudhi sadewa menegaskan komitmen menjaga defisit apbn terhadap pdb di bawah 3% sesuai amanat undang-undang meski defisit 2026 naik menjadi 2 68% dari 2 48% dengan meningkatnya anggaran untuk daerah. simak selengkapnya:,1.0
Menteri Keuangan Purbaya Yudhi Sadewa menyampaikan keyakinannya bahwa pertumbuhan ekonomi Indonesia pada akhir 2025 dapat mencapai 5 5%. Optimisme ini ditopang oleh penguatan berbagai sektor termasuk properti. https://t.co/Ng9deXeXVO,Wed Oct 01 00:00:01 +0000 2025,menteri uang purbaya yudhi sadewa sampai yakin tumbuh ekonomi indonesia akhir capai optimisme topang kuat bagai sektor masuk properti,menteri keuangan purbaya yudhi sadewa menyampaikan keyakinannya bahwa pertumbuhan ekonomi indonesia pada akhir 2025 dapat mencapai 5 5%. optimisme ini ditopang oleh penguatan berbagai sektor termasuk properti.,1.0
 Analisis Singkat dan Menohok : Kegagalan Pembangunan Kilang Pertamina Kritik Menteri Keuangan Purbaya Yudhi Sadewa yang menyebut Pertamina malas membangun tujuh kilang baru dan menyoroti insiden kebakaran kilang yang ada https://t.co/ZBU5YkY0O9,Thu Oct 02 20:13:40 +0000 2025,analisis singkat tohok gagal bangun kilang pertamina kritik menteri uang purbaya yudhi sadewa sebut pertamina malas bangun tujuh kilang baru sorot insiden bakar kilang,analisis singkat dan menohok : kegagalan pembangunan kilang pertamina kritik menteri keuangan purbaya yudhi sadewa yang menyebut pertamina malas membangun tujuh kilang baru dan menyoroti insiden kebakaran kilang yang ada,2.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengatakan bakal melakukan sidak ke bank-bank BUMN. Sidak ini dilakukan untuk memastikan tak ada masalah dalam penyaluran kredit. #detikfinance #Menkeu #BUMN #HImbara https://t.co/OZZK3e7t4l,Thu Oct 02 16:00:02 +0000 2025,menteri uang menkeu purbaya yudhi sadewa kata bakal laku sidak bankbank bumn sidak laku pasti tak masalah salur kredit,menteri keuangan (menkeu) purbaya yudhi sadewa mengatakan bakal melakukan sidak ke bank-bank bumn. sidak ini dilakukan untuk memastikan tak ada masalah dalam penyaluran kredit. #detikfinance #menkeu #bumn #himbara,2.0
Misbakhun Apresiasi Penundaan Pajak Marketplace: Jangan Bebani UMKM Ketua Komisi XI DPR RI Mukhamad Misbakhun menyambut positif keputusan Menteri Keuangan Purbaya Yudhi Sadewa yang menunda penerapan pungutan PPh Pasal 22 atas transaksi pedagang online melalui marketplace. https://t.co/TynSJP2aoX,Thu Oct 02 15:31:48 +0000 2025,misbakhun apresiasi tunda pajak marketplace jangan beban umkm ketua komisi xi dpr ri mukhamad misbakhun sambut positif putus menteri uang purbaya yudhi sadewa tunda terap pungut pph pasal atas transaksi dagang online lalu marketplace,misbakhun apresiasi penundaan pajak marketplace: jangan bebani umkm ketua komisi xi dpr ri mukhamad misbakhun menyambut positif keputusan menteri keuangan purbaya yudhi sadewa yang menunda penerapan pungutan pph pasal 22 atas transaksi pedagang online melalui marketplace.,1.0
JAKARTA - Menteri Keuangan Purbaya Yudhi Sadewa optimistis pertumbuhan ekonomi Indonesia bisa melampaui level 5 5% pada kuartal IV-2025. Baca selengkapnya: https://t.co/7YpFS947zK https://t.co/ZkJs39HD0L,Thu Oct 02 14:17:25 +0000 2025,jakarta menteri uang purbaya yudhi sadewa optimistis tumbuh ekonomi indonesia lampau level kuartal iv baca lengkap,jakarta - menteri keuangan purbaya yudhi sadewa optimistis pertumbuhan ekonomi indonesia bisa melampaui level 5 5% pada kuartal iv-2025. baca selengkapnya:,1.0
Upaya pemerintah meningkatkan pendapatan negara melalui sektor cukai terus digenjot. Terbaru Kementerian Keuangan memusnahkan 235 44 juta batang rokok ilegal hasil operasi penindakan di Jawa Timur pada Kamis (2/10/2025). Menteri Keuangan Purbaya Yudhi Sadewa memimpin langsung https://t.co/OIqayf4Wtt,Thu Oct 02 13:29:25 +0000 2025,upaya perintah tingkat dapat negara lalu sektor cukai terus genjot baru menteri uang musnah juta batang rokok ilegal hasil operasi tindak jawa timur kamis menteri uang purbaya yudhi sadewa pimpin langsung,upaya pemerintah meningkatkan pendapatan negara melalui sektor cukai terus digenjot. terbaru kementerian keuangan memusnahkan 235 44 juta batang rokok ilegal hasil operasi penindakan di jawa timur pada kamis (2/10/2025). menteri keuangan purbaya yudhi sadewa memimpin langsung,1.0
Pemerintah pusat kembali menegaskan komitmennya dalam melanjutkan pembangunan Ibu Kota Nusantara (IKN). Menteri Keuangan Purbaya Yudhi Sadewa menyatakan dukungan penuh terhadap keberlanjutan proyek strategis nasional ini dengan menyiapkan tiga skema pendanaan utama. Dukungan https://t.co/KnEKaxBtWM,Thu Oct 02 13:03:40 +0000 2025,perintah pusat tegas komitmen lanjut bangun ibu kota nusantara ikn menteri uang purbaya yudhi sadewa nyata dukung penuh lanjut proyek strategis nasional siap tiga skema dana utama dukung,pemerintah pusat kembali menegaskan komitmennya dalam melanjutkan pembangunan ibu kota nusantara (ikn). menteri keuangan purbaya yudhi sadewa menyatakan dukungan penuh terhadap keberlanjutan proyek strategis nasional ini dengan menyiapkan tiga skema pendanaan utama. dukungan,1.0
KEMENTERIAN Keuangan (Kemenkeu) mendapatkan banyak karangan bunga yang mendukung kebijakan untuk tidak menaikkan tarif cukai tembakau oleh Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa. https://t.co/JpxGR8IccN,Thu Oct 02 12:52:14 +0000 2025,menteri uang kemenkeu dapat banyak karang bunga dukung bijak naik tarif cukai tembakau menteri uang menkeu purbaya yudhi sadewa,kementerian keuangan (kemenkeu) mendapatkan banyak karangan bunga yang mendukung kebijakan untuk tidak menaikkan tarif cukai tembakau oleh menteri keuangan (menkeu) purbaya yudhi sadewa.,1.0
@KemenkeuRI Yang Benar ajalah... Jangan didepan Media aja bicaranya Tegas n Galak... Tapi dilapangan Malah yg Dirazia Warung² kecil Padahal Pabriknya Guedee banget https://t.co/bJt67lJTMO Menteri Keuangan Purbaya Yudhi Sadewa,Thu Oct 02 10:39:24 +0000 2025,benar aja jangan depan media bicara tegas galak lapang malah razia warung kecil padahal pabrik guedee banget menteri uang purbaya yudhi sadewa,yang benar ajalah... jangan didepan media saja bicaranya tegas dan galak... tetapi dilapangan malah yang dirazia warung² kecil padahal pabriknya guedee banget menteri keuangan purbaya yudhi sadewa,1.0
Menteri Keuangan Purbaya Yudhi Sadewa mengaku kesal karena Indonesia tidak memiliki kilang baru dan hanya mengimpor minyak dari negara tetangga. Purbaya mengatakan Indonesia banyak mengimpor jenis solar dari Malaysia dan Singapura yang nilainya mencapai puluhan miliar rupiah. https://t.co/jlDEZ2g11Y,Thu Oct 02 09:58:45 +0000 2025,menteri uang purbaya yudhi sadewa aku kesal indonesia milik kilang baru impor minyak negara tetangga purbaya kata indonesia banyak impor jenis solar malaysia singapura nilai capai puluh miliar rupiah,menteri keuangan purbaya yudhi sadewa mengaku kesal karena indonesia tidak memiliki kilang baru dan hanya mengimpor minyak dari negara tetangga. purbaya mengatakan indonesia banyak mengimpor jenis solar dari malaysia dan singapura yang nilainya mencapai puluhan miliar rupiah.,2.0
#KawanPajak @menkeuri Purbaya Yudhi Sadewa sambangi UMKM di Kantin Tenda Biru DJP!️ Tak sekadar makan siang biasa beliau juga menyampaikan pesan penting: mari hidupkan sektor UMKM kita! 🇮🇩 Dengan belanja produk lokal dan dukung usaha kecil https://t.co/wtGO0Rf7kk,Thu Oct 02 09:54:34 +0000 2025,purbaya yudhi sadewa sambang umkm kantin tenda biru djp tak sekadar makan siang biasa beliau sampai pesan penting hidup sektor umkm  belanja produk lokal dukung usaha kecil,#kawanpajak purbaya yudhi sadewa sambangi umkm di kantin tenda biru djp!️ tak sekadar makan siang biasa beliau juga menyampaikan pesan penting: mari hidupkan sektor umkm kita! 🇮🇩 dengan belanja produk lokal dan dukung usaha kecil,1.0
Menteri Keuangan RI Purbaya Yudhi Sadewa blak-blakan alasan pemerintah pusat ogah menambah dana transfer ke daerah. Salah satunya karena penyerapan anggaran yang rendah di daerah. https://t.co/7Z4Sqv2bVd,Thu Oct 02 09:15:00 +0000 2025,menteri uang ri purbaya yudhi sadewa blakblakan alas perintah pusat ogah tambah dana transfer daerah salah satu serap anggar rendah daerah,menteri keuangan ri purbaya yudhi sadewa blak-blakan alasan pemerintah pusat ogah menambah dana transfer ke daerah. salah satunya karena penyerapan anggaran yang rendah di daerah.,2.0
Kabar baik buat pelaku UMKM online! Menkeu Purbaya Yudhi Sadewa resmi menunda penerapan pajak untuk transaksi di marketplace. Keputusan ini langsung disambut positif oleh DPR.,Thu Oct 02 07:36:24 +0000 2025,kabar baik buat laku umkm online menkeu purbaya yudhi sadewa resmi tunda terap pajak transaksi marketplace putus langsung sambut positif dpr,kabar baik buat pelaku umkm online! menkeu purbaya yudhi sadewa resmi menunda penerapan pajak untuk transaksi di marketplace. keputusan ini langsung disambut positif oleh dpr.,1.0
Menkeu Purbaya Yudhi Sadewa sambangi UMKM di Kantin Tenda Biru DJP Rabu (1/10). Tak sekadar makan siang biasa beliau juga menyampaikan pesan penting hidupkan sektor UMKM kita. Dengan belanja produk lokal dan dukung usaha kecil roda ekonomi terus berputar. #liputan6dotcom https://t.co/52ZhMpQp5l,Thu Oct 02 07:31:56 +0000 2025,menkeu purbaya yudhi sadewa sambang umkm kantin tenda biru djp rabu tak sekadar makan siang biasa beliau sampai pesan penting hidup sektor umkm belanja produk lokal dukung usaha kecil roda ekonomi terus putar,menkeu purbaya yudhi sadewa sambangi umkm di kantin tenda biru djp rabu (1/10). tak sekadar makan siang biasa beliau juga menyampaikan pesan penting hidupkan sektor umkm kita. dengan belanja produk lokal dan dukung usaha kecil roda ekonomi terus berputar. #liputan6dotcom,1.0
Menkeu Purbaya Yudhi Sadewa singgung program MBG salah satu pilar dari ekonomi Sumitronomics di era pemerintahan Presiden Prabowo sebagai konsep pembangunan dalam capai pertumbuhan ekonomi menuju 8%. Menurutnya MBG bukan program populis melainkan salah satu kaki dari tiga kaki,Thu Oct 02 07:05:59 +0000 2025,menkeu purbaya yudhi sadewa singgung program mbg salah satu pilar ekonomi sumitronomics era perintah presiden prabowo konsep bangun capai tumbuh ekonomi tuju turut mbg bukan program populis salah satu kaki tiga kaki,menkeu purbaya yudhi sadewa singgung program mbg salah satu pilar dari ekonomi sumitronomics di era pemerintahan presiden prabowo sebagai konsep pembangunan dalam capai pertumbuhan ekonomi menuju 8%. menurutnya mbg bukan program populis melainkan salah satu kaki dari tiga kaki,1.0
@SpiritAlam @PartaiSocmed Terima kasih koreksinya! Saya catat itu Pak Purbaya Yudhi Sadewa saat muda Menteri Keuangan Indonesia sekarang. Maaf kesalahan identifikasi sebelumnya saya terus belajar. ,Thu Oct 02 06:27:05 +0000 2025,terima kasih koreksi catat pak purbaya yudhi sadewa muda menteri uang indonesia sekarang maaf salah identifikasi belum terus ajar,terima kasih koreksinya! saya catat itu pak purbaya yudhi sadewa saat muda menteri keuangan indonesia sekarang. maaf kesalahan identifikasi sebelumnya saya terus belajar.,1.0
Erick menyebut usulan ini telah dibicarakan dengan Menteri Keuangan Purbaya Yudhi Sadewa yang memberikan respons positif meski masih diperlukan kajian lebih lanjut. Ia berharap Komisi X DPR dapat mendukung langkah ini sebagai bagian dari terobosan Kemenpora untuk memberikan,Thu Oct 02 06:19:30 +0000 2025,erick sebut usul bicara menteri uang purbaya yudhi sadewa beri respons positif meski perlu kaji lebih lanjut harap komisi sangat dpr dukung langkah bagi terobos kemenpora beri,erick menyebut usulan ini telah dibicarakan dengan menteri keuangan purbaya yudhi sadewa yang memberikan respons positif meski masih diperlukan kajian lebih lanjut. ia berharap komisi sangat dpr dapat mendukung langkah ini sebagai bagian dari terobosan kemenpora untuk memberikan,1.0
Agar tak bebani UMKM Komisi XI DPR dukung penundaan pajak marketplace Ketua Komisi XI DPR RI Mukhamad Misbakhun sambut positif keputusan Menteri Keuangan Purbaya Yudhi Sadewa yang menunda penerapan pungutan PPh Pasal 22 atas transaksi pedagang daring melalui lokapasar https://t.co/zsAnXHFvSe,Thu Oct 02 05:21:47 +0000 2025,tak beban umkm komisi xi dpr dukung tunda pajak marketplace ketua komisi xi dpr ri mukhamad misbakhun sambut positif putus menteri uang purbaya yudhi sadewa tunda terap pungut pph pasal atas transaksi dagang daring lalu lokapasar,agar tak bebani umkm komisi xi dpr dukung penundaan pajak marketplace ketua komisi xi dpr ri mukhamad misbakhun sambut positif keputusan menteri keuangan purbaya yudhi sadewa yang menunda penerapan pungutan pph pasal 22 atas transaksi pedagang daring melalui lokapasar,1.0
